Symbol,Sample Time,Open,High,Low,Close,Adj. Close,Volume,,
^GSPC,2/5/2018 14:30,2741.060059,2763.389893,2638.169922,2648.939941,2648.939941,5283460000,,
^GSPC,2/6/2018 14:30,2614.780029,2701.040039,2593.070068,2695.139893,2695.139893,5891660000,,
^GSPC,2/7/2018 14:30,2690.949951,2727.669922,2681.330078,2681.659912,2681.659912,4626570000,,
^GSPC,2/8/2018 14:30,2685.01001,2685.27002,2580.560059,2581,2581,5305440000,,
^GSPC,2/9/2018 14:30,2601.780029,2638.669922,2532.689941,2619.550049,2619.550049,5680070000,,
^GSPC,2/12/2018 14:30,2636.75,2672.610107,2622.449951,2656,2656,4055790000,,
^GSPC,2/13/2018 14:30,2646.27002,2668.840088,2637.080078,2662.939941,2662.939941,3472870000,,
^GSPC,2/14/2018 14:30,2651.209961,2702.100098,2648.870117,2698.629883,2698.629883,4003740000,,
^GSPC,2/15/2018 14:30,2713.459961,2731.51001,2689.820068,2731.199951,2731.199951,3684910000,,
^GSPC,2/16/2018 14:30,2727.139893,2754.419922,2725.110107,2732.219971,2732.219971,3637460000,,
^GSPC,2/20/2018 14:30,2722.98999,2737.600098,2706.76001,2716.26001,2716.26001,3627610000,,
^GSPC,2/21/2018 14:30,2720.530029,2747.75,2701.290039,2701.330078,2701.330078,3779400000,,
^GSPC,2/22/2018 14:30,2710.419922,2731.26001,2697.77002,2703.959961,2703.959961,3701270000,,
^GSPC,2/23/2018 14:30,2715.800049,2747.76001,2713.73999,2747.300049,2747.300049,3189190000,,
^GSPC,2/26/2018 14:30,2757.370117,2780.639893,2753.780029,2779.600098,2779.600098,3424650000,,
^GSPC,2/27/2018 14:30,2780.449951,2789.149902,2744.219971,2744.280029,2744.280029,3745080000,,
^GSPC,2/28/2018 14:30,2753.780029,2761.52002,2713.540039,2713.830078,2713.830078,4230660000,,
^GSPC,3/1/2018 14:30,2715.219971,2730.889893,2659.649902,2677.669922,2677.669922,4503970000,,
^GSPC,3/2/2018 14:30,2658.889893,2696.25,2647.320068,2691.25,2691.25,3882450000,,
^GSPC,3/5/2018 14:30,2681.060059,2728.090088,2675.75,2720.939941,2720.939941,3710810000,,
^GSPC,3/6/2018 14:30,2730.179932,2732.080078,2711.26001,2728.120117,2728.120117,3370690000,,
^GSPC,3/7/2018 14:30,2710.179932,2730.600098,2701.73999,2726.800049,2726.800049,3393270000,,
^GSPC,3/8/2018 14:30,2732.75,2740.449951,2722.649902,2738.969971,2738.969971,3212320000,,
^GSPC,3/9/2018 14:30,2752.909912,2786.570068,2751.540039,2786.570068,2786.570068,3364100000,,
^GSPC,3/12/2018 13:30,2790.540039,2796.97998,2779.26001,2783.02002,2783.02002,3185020000,,
^GSPC,3/13/2018 13:30,2792.310059,2801.899902,2758.679932,2765.310059,2765.310059,3301650000,,
^GSPC,3/14/2018 13:30,2774.060059,2777.110107,2744.379883,2749.47998,2749.47998,3391360000,,
^GSPC,3/15/2018 13:30,2754.27002,2763.030029,2741.469971,2747.330078,2747.330078,3500330000,,
^GSPC,3/16/2018 13:30,2750.570068,2761.850098,2749.969971,2752.01001,2752.01001,5372340000,,
^GSPC,3/19/2018 13:30,2741.379883,2741.379883,2694.590088,2712.919922,2712.919922,3302130000,,
^GSPC,3/20/2018 13:30,2715.050049,2724.219971,2710.050049,2716.939941,2716.939941,3261030000,,
^GSPC,3/21/2018 13:30,2714.98999,2739.139893,2709.790039,2711.929932,2711.929932,3415510000,,
^GSPC,3/22/2018 13:30,2691.360107,2695.679932,2641.590088,2643.689941,2643.689941,3739800000,,
^GSPC,3/23/2018 13:30,2646.709961,2657.669922,2585.889893,2588.26001,2588.26001,3815080000,,
^GSPC,3/26/2018 13:30,2619.350098,2661.360107,2601.810059,2658.550049,2658.550049,3511100000,,
^GSPC,3/27/2018 13:30,2667.570068,2674.780029,2596.120117,2612.620117,2612.620117,3706350000,,
^GSPC,3/28/2018 13:30,2611.300049,2632.649902,2593.060059,2605,2605,3864500000,,
^GSPC,3/29/2018 13:30,2614.409912,2659.070068,2609.719971,2640.870117,2640.870117,3565990000,,
^GSPC,4/2/2018 13:30,2633.449951,2638.300049,2553.800049,2581.879883,2581.879883,3598520000,,
^GSPC,4/3/2018 13:30,2592.169922,2619.139893,2575.48999,2614.449951,2614.449951,3392810000,,
^GSPC,4/4/2018 13:30,2584.040039,2649.860107,2573.610107,2644.689941,2644.689941,3350340000,,
^GSPC,4/5/2018 13:30,2657.360107,2672.080078,2649.580078,2662.840088,2662.840088,3178970000,,
^GSPC,4/6/2018 13:30,2645.820068,2656.879883,2586.27002,2604.469971,2604.469971,3299700000,,
^GSPC,4/9/2018 13:30,2617.179932,2653.550049,2610.790039,2613.159912,2613.159912,3062960000,,
^GSPC,4/10/2018 13:30,2638.409912,2665.449951,2635.780029,2656.870117,2656.870117,3543930000,,
^GSPC,4/11/2018 13:30,2643.889893,2661.429932,2639.25,2642.189941,2642.189941,3020760000,,
^GSPC,4/12/2018 13:30,2653.830078,2674.719971,2653.830078,2663.98999,2663.98999,3021320000,,
^GSPC,4/13/2018 13:30,2676.899902,2680.26001,2645.050049,2656.300049,2656.300049,2960910000,,
^GSPC,4/16/2018 13:30,2670.100098,2686.48999,2665.159912,2677.840088,2677.840088,3019700000,,
^GSPC,4/17/2018 13:30,2692.73999,2713.340088,2692.050049,2706.389893,2706.389893,3234360000,,
^GSPC,4/18/2018 13:30,2710.110107,2717.48999,2703.629883,2708.639893,2708.639893,3383410000,,
^GSPC,4/19/2018 13:30,2701.159912,2702.840088,2681.899902,2693.129883,2693.129883,3349370000,,
^GSPC,4/20/2018 13:30,2692.560059,2693.939941,2660.610107,2670.139893,2670.139893,3388590000,,
^GSPC,4/23/2018 13:30,2675.399902,2682.860107,2657.98999,2670.290039,2670.290039,3017480000,,
^GSPC,4/24/2018 13:30,2680.800049,2683.550049,2617.320068,2634.560059,2634.560059,3706740000,,
^GSPC,4/25/2018 13:30,2634.919922,2645.300049,2612.669922,2639.399902,2639.399902,3499440000,,
^GSPC,4/26/2018 13:30,2651.649902,2676.47998,2647.159912,2666.939941,2666.939941,3665720000,,
^GSPC,4/27/2018 13:30,2675.469971,2677.350098,2659.01001,2669.909912,2669.909912,3219030000,,
^GSPC,4/30/2018 13:30,2682.51001,2682.870117,2648.040039,2648.050049,2648.050049,3734530000,,
^GSPC,5/1/2018 13:30,2642.959961,2655.27002,2625.409912,2654.800049,2654.800049,3559850000,,
^GSPC,5/2/2018 13:30,2654.23999,2660.870117,2631.699951,2635.669922,2635.669922,4010770000,,
^GSPC,5/3/2018 13:30,2628.080078,2637.139893,2594.620117,2629.72998,2629.72998,3851470000,,
^GSPC,5/4/2018 13:30,2621.449951,2670.929932,2615.320068,2663.419922,2663.419922,3327220000,,
^GSPC,5/7/2018 13:30,2680.340088,2683.350098,2664.699951,2672.629883,2672.629883,3237960000,,
^GSPC,5/8/2018 13:30,2670.26001,2676.340088,2655.199951,2671.919922,2671.919922,3717570000,,
^GSPC,5/9/2018 13:30,2678.120117,2701.27002,2674.139893,2697.790039,2697.790039,3909500000,,
^GSPC,5/10/2018 13:30,2705.02002,2726.110107,2704.540039,2723.070068,2723.070068,3333050000,,
^GSPC,5/11/2018 13:30,2722.699951,2732.860107,2717.449951,2727.719971,2727.719971,2862700000,,
^GSPC,5/14/2018 13:30,2738.469971,2742.100098,2725.469971,2730.129883,2730.129883,2972660000,,
^GSPC,5/15/2018 13:30,2718.590088,2718.590088,2701.909912,2711.449951,2711.449951,3290680000,,
^GSPC,5/16/2018 13:30,2712.620117,2727.76001,2712.169922,2722.459961,2722.459961,3202670000,,
^GSPC,5/17/2018 13:30,2719.709961,2731.959961,2711.360107,2720.129883,2720.129883,3475400000,,
^GSPC,5/18/2018 13:30,2717.350098,2719.5,2709.179932,2712.969971,2712.969971,3368690000,,
^GSPC,5/21/2018 13:30,2735.389893,2739.189941,2725.699951,2733.01001,2733.01001,3019890000,,
^GSPC,5/22/2018 13:30,2738.340088,2742.23999,2721.879883,2724.439941,2724.439941,3366310000,,
^GSPC,5/23/2018 13:30,2713.97998,2733.330078,2709.540039,2733.290039,2733.290039,3326290000,,
^GSPC,5/24/2018 13:30,2730.939941,2731.969971,2707.379883,2727.76001,2727.76001,3256030000,,
^GSPC,5/25/2018 13:30,2723.600098,2727.360107,2714.98999,2721.330078,2721.330078,2995260000,,
^GSPC,5/29/2018 13:30,2705.110107,2710.669922,2676.810059,2689.860107,2689.860107,3736890000,,
^GSPC,5/30/2018 13:30,2702.429932,2729.340088,2702.429932,2724.01001,2724.01001,3561050000,,
^GSPC,5/31/2018 13:30,2720.97998,2722.5,2700.679932,2705.27002,2705.27002,4235370000,,
^GSPC,6/1/2018 13:30,2718.699951,2736.929932,2718.699951,2734.620117,2734.620117,3684130000,,
^GSPC,6/4/2018 13:30,2741.669922,2749.159912,2740.540039,2746.870117,2746.870117,3376510000,,
^GSPC,6/5/2018 13:30,2748.459961,2752.610107,2739.51001,2748.800049,2748.800049,3517790000,,
^GSPC,6/6/2018 13:30,2753.25,2772.389893,2748.459961,2772.350098,2772.350098,3651640000,,
^GSPC,6/7/2018 13:30,2774.840088,2779.899902,2760.159912,2770.370117,2770.370117,3711330000,,
^GSPC,6/8/2018 13:30,2765.840088,2779.389893,2763.590088,2779.030029,2779.030029,3123210000,,
^GSPC,6/11/2018 13:30,2780.179932,2790.209961,2780.169922,2782,2782,3232330000,,
^GSPC,6/12/2018 13:30,2785.600098,2789.800049,2778.780029,2786.850098,2786.850098,3401010000,,
^GSPC,6/13/2018 13:30,2787.939941,2791.469971,2774.649902,2775.629883,2775.629883,3779230000,,
^GSPC,6/14/2018 13:30,2783.209961,2789.060059,2776.52002,2782.48999,2782.48999,3526890000,,
^GSPC,6/15/2018 13:30,2777.780029,2782.810059,2761.72998,2779.659912,2779.659912,5428790000,,
^GSPC,6/18/2018 13:30,2765.790039,2774.98999,2757.120117,2773.75,2773.75,3287150000,,
^GSPC,6/19/2018 13:30,2752.01001,2765.050049,2743.189941,2762.590088,2762.590088,3661470000,,
^GSPC,6/20/2018 13:30,2769.72998,2774.860107,2763.909912,2767.320068,2767.320068,3327600000,,
^GSPC,6/21/2018 13:30,2769.280029,2769.280029,2744.389893,2749.76001,2749.76001,3300060000,,
^GSPC,6/22/2018 13:30,2760.790039,2764.169922,2752.679932,2754.879883,2754.879883,5450550000,,
^GSPC,6/25/2018 13:30,2742.939941,2742.939941,2698.669922,2717.070068,2717.070068,3655080000,,
^GSPC,6/26/2018 13:30,2722.120117,2732.909912,2715.600098,2723.060059,2723.060059,3555090000,,
^GSPC,6/27/2018 13:30,2728.449951,2746.090088,2699.379883,2699.629883,2699.629883,3776090000,,
^GSPC,6/28/2018 13:30,2698.689941,2724.340088,2691.98999,2716.310059,2716.310059,3428140000,,
^GSPC,6/29/2018 13:30,2727.129883,2743.26001,2718.030029,2718.370117,2718.370117,3565620000,,
^GSPC,7/2/2018 13:30,2704.949951,2727.26001,2698.949951,2726.709961,2726.709961,3073650000,,
^GSPC,7/3/2018 13:30,2733.27002,2736.580078,2711.159912,2713.219971,2713.219971,1911470000,,
^GSPC,7/5/2018 13:30,2724.189941,2737.830078,2716.02002,2736.610107,2736.610107,2953420000,,
^GSPC,7/6/2018 13:30,2737.679932,2764.409912,2733.52002,2759.820068,2759.820068,2554780000,,
^GSPC,7/9/2018 13:30,2775.620117,2784.649902,2770.72998,2784.169922,2784.169922,3050040000,,
^GSPC,7/10/2018 13:30,2788.560059,2795.580078,2786.23999,2793.840088,2793.840088,3063850000,,
^GSPC,7/11/2018 13:30,2779.820068,2785.909912,2770.77002,2774.02002,2774.02002,2964740000,,
^GSPC,7/12/2018 13:30,2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2821690000,,
^GSPC,7/13/2018 13:30,2796.929932,2804.530029,2791.689941,2801.310059,2801.310059,2614000000,,
^GSPC,7/16/2018 13:30,2797.360107,2801.189941,2793.389893,2798.429932,2798.429932,2812230000,,
^GSPC,7/17/2018 13:30,2789.340088,2814.189941,2789.23999,2809.550049,2809.550049,3050730000,,
^GSPC,7/18/2018 13:30,2811.350098,2816.76001,2805.889893,2815.620117,2815.620117,3089780000,,
^GSPC,7/19/2018 13:30,2809.370117,2812.050049,2799.77002,2804.48999,2804.48999,3266700000,,
^GSPC,7/20/2018 13:30,2804.550049,2809.699951,2800.01001,2801.830078,2801.830078,3230210000,,
^GSPC,7/23/2018 13:30,2799.169922,2808.610107,2795.139893,2806.97998,2806.97998,2907430000,,
^GSPC,7/24/2018 13:30,2820.679932,2829.98999,2811.120117,2820.399902,2820.399902,3417530000,,
^GSPC,7/25/2018 13:30,2817.72998,2848.030029,2817.72998,2846.070068,2846.070068,3553010000,,
^GSPC,7/26/2018 13:30,2835.48999,2845.570068,2835.26001,2837.439941,2837.439941,3653330000,,
^GSPC,7/27/2018 13:30,2842.350098,2843.169922,2808.340088,2818.820068,2818.820068,3415710000,,
^GSPC,7/30/2018 13:30,2819,2821.73999,2798.110107,2802.600098,2802.600098,3245770000,,
^GSPC,7/31/2018 13:30,2809.72998,2824.459961,2808.060059,2816.290039,2816.290039,3892100000,,
^GSPC,8/1/2018 13:30,2821.169922,2825.830078,2805.850098,2813.360107,2813.360107,3496990000,,
^GSPC,8/2/2018 13:30,2800.47998,2829.909912,2796.340088,2827.219971,2827.219971,3467380000,,
^GSPC,8/3/2018 13:30,2829.620117,2840.379883,2827.370117,2840.350098,2840.350098,3030390000,,
^GSPC,8/6/2018 13:30,2840.290039,2853.290039,2835.97998,2850.399902,2850.399902,2874540000,,
^GSPC,8/7/2018 13:30,2855.919922,2863.429932,2855.919922,2858.449951,2858.449951,3162770000,,
^GSPC,8/8/2018 13:30,2856.790039,2862.439941,2853.090088,2857.699951,2857.699951,2972200000,,
^GSPC,8/9/2018 13:30,2857.189941,2862.47998,2851.97998,2853.580078,2853.580078,3047050000,,
^GSPC,8/10/2018 13:30,2838.899902,2842.199951,2825.810059,2833.280029,2833.280029,3256040000,,
^GSPC,8/13/2018 13:30,2835.459961,2843.399902,2819.879883,2821.929932,2821.929932,3158450000,,
^GSPC,8/14/2018 13:30,2827.879883,2843.110107,2826.580078,2839.959961,2839.959961,2976970000,,
^GSPC,8/15/2018 13:30,2827.949951,2827.949951,2802.48999,2818.370117,2818.370117,3645070000,,
^GSPC,8/16/2018 13:30,2831.439941,2850.48999,2831.439941,2840.689941,2840.689941,3219880000,,
^GSPC,8/17/2018 13:30,2838.320068,2855.629883,2833.72998,2850.129883,2850.129883,3024100000,,
^GSPC,8/20/2018 13:30,2853.929932,2859.76001,2850.620117,2857.050049,2857.050049,2748020000,,
^GSPC,8/21/2018 13:30,2861.51001,2873.22998,2861.320068,2862.959961,2862.959961,3147140000,,
^GSPC,8/22/2018 13:30,2860.98999,2867.540039,2856.050049,2861.820068,2861.820068,2689560000,,
^GSPC,8/23/2018 13:30,2860.290039,2868.780029,2854.030029,2856.97998,2856.97998,2713910000,,
^GSPC,8/24/2018 13:30,2862.350098,2876.159912,2862.350098,2874.689941,2874.689941,2596190000,,
^GSPC,8/27/2018 13:30,2884.689941,2898.25,2884.689941,2896.73999,2896.73999,2854080000,,
^GSPC,8/28/2018 13:30,2901.449951,2903.77002,2893.5,2897.52002,2897.52002,2683190000,,
^GSPC,8/29/2018 13:30,2900.620117,2916.5,2898.399902,2914.040039,2914.040039,2791860000,,
^GSPC,8/30/2018 13:30,2908.939941,2912.459961,2895.219971,2901.129883,2901.129883,2802180000,,
^GSPC,8/31/2018 13:30,2898.370117,2906.320068,2891.72998,2901.52002,2901.52002,2880260000,,
^GSPC,9/4/2018 13:30,2896.959961,2900.179932,2885.129883,2896.719971,2896.719971,3077060000,,
^GSPC,9/5/2018 13:30,2891.590088,2894.209961,2876.919922,2888.600098,2888.600098,3241250000,,
^GSPC,9/6/2018 13:30,2888.639893,2892.050049,2867.290039,2878.050049,2878.050049,3139590000,,
^GSPC,9/7/2018 13:30,2868.26001,2883.810059,2864.120117,2871.679932,2871.679932,2946270000,,
^GSPC,9/10/2018 13:30,2881.389893,2886.929932,2875.939941,2877.129883,2877.129883,2731400000,,
^GSPC,9/11/2018 13:30,2871.570068,2892.52002,2866.780029,2887.889893,2887.889893,2899660000,,
^GSPC,9/12/2018 13:30,2888.290039,2894.649902,2879.199951,2888.919922,2888.919922,3264930000,,
^GSPC,9/13/2018 13:30,2896.850098,2906.76001,2896.389893,2904.179932,2904.179932,3254930000,,
^GSPC,9/14/2018 13:30,2906.379883,2908.300049,2895.77002,2904.97998,2904.97998,3149800000,,
^GSPC,9/17/2018 13:30,2903.830078,2904.649902,2886.159912,2888.800049,2888.800049,2947760000,,
^GSPC,9/18/2018 13:30,2890.73999,2911.169922,2890.429932,2904.310059,2904.310059,3074610000,,
^GSPC,9/19/2018 13:30,2906.600098,2912.360107,2903.820068,2907.949951,2907.949951,3280020000,,
^GSPC,9/20/2018 13:30,2919.72998,2934.800049,2919.72998,2930.75,2930.75,3337730000,,
^GSPC,9/21/2018 13:30,2936.76001,2940.909912,2927.110107,2929.669922,2929.669922,5607610000,,
^GSPC,9/24/2018 13:30,2921.830078,2923.790039,2912.629883,2919.370117,2919.370117,3372210000,,
^GSPC,9/25/2018 13:30,2921.75,2923.949951,2913.699951,2915.560059,2915.560059,3285480000,,
^GSPC,9/26/2018 13:30,2916.97998,2931.149902,2903.280029,2905.969971,2905.969971,3388620000,,
^GSPC,9/27/2018 13:30,2911.649902,2927.219971,2909.27002,2914,2914,3060850000,,
^GSPC,9/28/2018 13:30,2910.030029,2920.530029,2907.5,2913.97998,2913.97998,3432300000,,
^GSPC,10/1/2018 13:30,2926.290039,2937.060059,2917.909912,2924.590088,2924.590088,3364190000,,
^GSPC,10/2/2018 13:30,2923.800049,2931.419922,2919.370117,2923.429932,2923.429932,3401880000,,
^GSPC,10/3/2018 13:30,2931.689941,2939.860107,2921.360107,2925.51001,2925.51001,3598710000,,
^GSPC,10/4/2018 13:30,2919.350098,2919.780029,2883.919922,2901.610107,2901.610107,3496860000,,
^GSPC,10/5/2018 13:30,2902.540039,2909.639893,2869.290039,2885.570068,2885.570068,3328980000,,
^GSPC,10/8/2018 13:30,2877.530029,2889.449951,2862.080078,2884.429932,2884.429932,3330320000,,
^GSPC,10/9/2018 13:30,2882.51001,2894.830078,2874.27002,2880.340088,2880.340088,3520500000,,
^GSPC,10/10/2018 13:30,2873.899902,2874.02002,2784.860107,2785.679932,2785.679932,4501250000,,
^GSPC,10/11/2018 13:30,2776.870117,2795.139893,2710.51001,2728.370117,2728.370117,4890630000,,
^GSPC,10/12/2018 13:30,2770.540039,2775.77002,2729.439941,2767.129883,2767.129883,3966040000,,
^GSPC,10/15/2018 13:30,2763.830078,2775.98999,2749.030029,2750.790039,2750.790039,3300140000,,
^GSPC,10/16/2018 13:30,2767.050049,2813.459961,2766.909912,2809.919922,2809.919922,3428340000,,
^GSPC,10/17/2018 13:30,2811.669922,2816.939941,2781.810059,2809.209961,2809.209961,3321710000,,
^GSPC,10/18/2018 13:30,2802,2806.040039,2755.179932,2768.780029,2768.780029,3616440000,,
^GSPC,10/19/2018 13:30,2775.659912,2797.77002,2760.27002,2767.780029,2767.780029,3566490000,,
^GSPC,10/22/2018 13:30,2773.939941,2778.939941,2749.219971,2755.879883,2755.879883,3307140000,,
^GSPC,10/23/2018 13:30,2721.030029,2753.590088,2691.429932,2740.689941,2740.689941,4348580000,,
^GSPC,10/24/2018 13:30,2737.870117,2742.590088,2651.889893,2656.100098,2656.100098,4709310000,,
^GSPC,10/25/2018 13:30,2674.879883,2722.699951,2667.840088,2705.570068,2705.570068,4634770000,,
^GSPC,10/26/2018 13:30,2667.860107,2692.379883,2628.159912,2658.689941,2658.689941,4803150000,,
^GSPC,10/29/2018 13:30,2682.649902,2706.850098,2603.540039,2641.25,2641.25,4673700000,,
^GSPC,10/30/2018 13:30,2640.679932,2685.429932,2635.340088,2682.629883,2682.629883,5106380000,,
^GSPC,10/31/2018 13:30,2705.600098,2736.689941,2705.600098,2711.73999,2711.73999,5112420000,,
^GSPC,11/1/2018 13:30,2717.580078,2741.669922,2708.850098,2740.370117,2740.370117,4708420000,,
^GSPC,11/2/2018 13:30,2745.449951,2756.550049,2700.439941,2723.060059,2723.060059,4237930000,,
^GSPC,11/5/2018 14:30,2726.370117,2744.27002,2717.939941,2738.310059,2738.310059,3623320000,,
^GSPC,11/6/2018 14:30,2738.399902,2756.820068,2737.080078,2755.449951,2755.449951,3510860000,,
^GSPC,11/7/2018 14:30,2774.129883,2815.149902,2774.129883,2813.889893,2813.889893,3914750000,,
^GSPC,11/8/2018 14:30,2806.379883,2814.75,2794.98999,2806.830078,2806.830078,3630490000,,
^GSPC,11/9/2018 14:30,2794.100098,2794.100098,2764.23999,2781.01001,2781.01001,4019090000,,
^GSPC,11/12/2018 14:30,2773.929932,2775.98999,2722,2726.219971,2726.219971,3670930000,,
^GSPC,11/13/2018 14:30,2730.050049,2754.600098,2714.97998,2722.179932,2722.179932,4091440000,,
^GSPC,11/14/2018 14:30,2737.899902,2746.800049,2685.75,2701.580078,2701.580078,4402370000,,
^GSPC,11/15/2018 14:30,2693.52002,2735.379883,2670.75,2730.199951,2730.199951,4179140000,,
^GSPC,11/16/2018 14:30,2718.540039,2746.75,2712.159912,2736.27002,2736.27002,3975180000,,
^GSPC,11/19/2018 14:30,2730.73999,2733.159912,2681.090088,2690.72998,2690.72998,3772900000,,
^GSPC,11/20/2018 14:30,2654.600098,2669.439941,2631.52002,2641.889893,2641.889893,4357900000,,
^GSPC,11/21/2018 14:30,2657.73999,2670.72998,2649.820068,2649.929932,2649.929932,3233550000,,
^GSPC,11/23/2018 14:30,2633.360107,2647.550049,2631.090088,2632.560059,2632.560059,1651650000,,
^GSPC,11/26/2018 14:30,2649.969971,2674.350098,2649.969971,2673.449951,2673.449951,3443950000,,
^GSPC,11/27/2018 14:30,2663.75,2682.530029,2655.889893,2682.169922,2682.169922,3485220000,,
^GSPC,11/28/2018 14:30,2691.449951,2744,2684.379883,2743.790039,2743.790039,3951670000,,
^GSPC,11/29/2018 14:30,2736.969971,2753.75,2722.939941,2737.800049,2737.800049,3560770000,,
^GSPC,11/30/2018 14:30,2737.76001,2760.879883,2732.76001,2760.169922,2760.169922,4658580000,,
^GSPC,12/3/2018 14:30,2790.5,2800.179932,2773.379883,2790.370117,2790.370117,4186060000,,
^GSPC,12/4/2018 14:30,2782.429932,2785.929932,2697.179932,2700.060059,2700.060059,4499840000,,
^GSPC,12/6/2018 14:30,2663.51001,2696.149902,2621.530029,2695.949951,2695.949951,5141470000,,
^GSPC,12/7/2018 14:30,2691.26001,2708.540039,2623.139893,2633.080078,2633.080078,4216690000,,
^GSPC,12/10/2018 14:30,2630.860107,2647.51001,2583.22998,2637.719971,2637.719971,4151030000,,
^GSPC,12/11/2018 14:30,2664.439941,2674.350098,2621.300049,2636.780029,2636.780029,3905870000,,
^GSPC,12/12/2018 14:30,2658.22998,2685.439941,2650.26001,2651.070068,2651.070068,3958890000,,
^GSPC,12/13/2018 14:30,2658.699951,2670.189941,2637.27002,2650.540039,2650.540039,3927720000,,
^GSPC,12/14/2018 14:30,2629.679932,2635.070068,2593.840088,2599.949951,2599.949951,4035020000,,
^GSPC,12/17/2018 14:30,2590.75,2601.129883,2530.540039,2545.939941,2545.939941,4616350000,,
^GSPC,12/18/2018 14:30,2559.899902,2573.98999,2528.709961,2546.159912,2546.159912,4470880000,,
^GSPC,12/19/2018 14:30,2547.050049,2585.290039,2488.959961,2506.959961,2506.959961,5127940000,,
^GSPC,12/20/2018 14:30,2496.77002,2509.629883,2441.179932,2467.419922,2467.419922,5585780000,,
^GSPC,12/21/2018 14:30,2465.379883,2504.409912,2408.550049,2416.620117,2416.620117,7609010000,,
^GSPC,12/24/2018 14:30,2400.560059,2410.340088,2351.100098,2351.100098,2351.100098,2613930000,,
^GSPC,12/26/2018 14:30,2363.120117,2467.76001,2346.580078,2467.699951,2467.699951,4233990000,,
^GSPC,12/27/2018 14:30,2442.5,2489.100098,2397.939941,2488.830078,2488.830078,4096610000,,
^GSPC,12/28/2018 14:30,2498.77002,2520.27002,2472.889893,2485.73999,2485.73999,3702620000,,
^GSPC,12/31/2018 14:30,2498.939941,2509.23999,2482.820068,2506.850098,2506.850098,3442870000,,
^GSPC,1/2/2019 14:30,2476.959961,2519.48999,2467.469971,2510.030029,2510.030029,3733160000,,
^GSPC,1/3/2019 14:30,2491.919922,2493.139893,2443.959961,2447.889893,2447.889893,3822860000,,
^GSPC,1/4/2019 14:30,2474.330078,2538.070068,2474.330078,2531.939941,2531.939941,4213410000,,
^GSPC,1/7/2019 14:30,2535.610107,2566.159912,2524.560059,2549.689941,2549.689941,4104710000,,
^GSPC,1/8/2019 14:30,2568.110107,2579.820068,2547.560059,2574.409912,2574.409912,4083030000,,
^GSPC,1/9/2019 14:30,2580,2595.320068,2568.889893,2584.959961,2584.959961,4052480000,,
^GSPC,1/10/2019 14:30,2573.51001,2597.820068,2562.02002,2596.639893,2596.639893,3704500000,,
^GSPC,1/11/2019 14:30,2588.110107,2596.27002,2577.399902,2596.26001,2596.26001,3434490000,,
^GSPC,1/14/2019 14:30,2580.310059,2589.320068,2570.409912,2582.610107,2582.610107,3664450000,,
^GSPC,1/15/2019 14:30,2585.100098,2613.080078,2585.100098,2610.300049,2610.300049,3572330000,,
^GSPC,1/16/2019 14:30,2614.75,2625.76001,2612.679932,2616.100098,2616.100098,3863770000,,
^GSPC,1/17/2019 14:30,2609.280029,2645.060059,2606.360107,2635.959961,2635.959961,3772270000,,
^GSPC,1/18/2019 14:30,2651.27002,2675.469971,2647.580078,2670.709961,2670.709961,3986730000,,
^GSPC,1/22/2019 14:30,2657.879883,2657.879883,2617.27002,2632.899902,2632.899902,3908030000,,
^GSPC,1/23/2019 14:30,2643.47998,2653.189941,2612.860107,2638.699951,2638.699951,3335610000,,
^GSPC,1/24/2019 14:30,2638.840088,2647.199951,2627.01001,2642.330078,2642.330078,3433250000,,
^GSPC,1/25/2019 14:30,2657.439941,2672.379883,2657.330078,2664.76001,2664.76001,3814080000,,
^GSPC,1/28/2019 14:30,2644.969971,2644.969971,2624.060059,2643.850098,2643.850098,3612810000,,
^GSPC,1/29/2019 14:30,2644.889893,2650.929932,2631.050049,2640,2640,3504200000,,
^GSPC,1/30/2019 14:30,2653.620117,2690.439941,2648.340088,2681.050049,2681.050049,3867810000,,
^GSPC,1/31/2019 14:30,2685.48999,2708.949951,2678.649902,2704.100098,2704.100098,4917650000,,
^GSPC,2/1/2019 14:30,2702.320068,2716.659912,2696.879883,2706.530029,2706.530029,3759270000,,
^GSPC,2/4/2019 14:30,2706.48999,2724.98999,2698.75,2724.870117,2724.870117,3359840000,,
^GSPC,2/5/2019 14:30,2728.340088,2738.97998,2724.030029,2737.699951,2737.699951,3560430000,,
^GSPC,2/6/2019 14:30,2735.050049,2738.080078,2724.149902,2731.610107,2731.610107,3472690000,,
^GSPC,2/7/2019 14:30,2717.530029,2719.320068,2687.26001,2706.050049,2706.050049,4099490000,,
^GSPC,2/8/2019 14:30,2692.360107,2708.070068,2681.830078,2707.879883,2707.879883,3622330000,,
^GSPC,2/11/2019 14:30,2712.399902,2718.050049,2703.790039,2709.800049,2709.800049,3361970000,,
^GSPC,2/12/2019 14:30,2722.610107,2748.189941,2722.610107,2744.72998,2744.72998,3827770000,,
^GSPC,2/13/2019 14:30,2750.300049,2761.850098,2748.629883,2753.030029,2753.030029,3670770000,,
^GSPC,2/14/2019 14:30,2743.5,2757.899902,2731.22998,2745.72998,2745.72998,3836700000,,
^GSPC,2/15/2019 14:30,2760.23999,2775.659912,2760.23999,2775.600098,2775.600098,3641370000,,
